eem_id,document,cat_lev1,cat_lev2,eem_name,tags,type,uni_code,uni_code_manual,match
2940,NYTRM,COMMERCIAL AND INDUSTRIAL MEASURES,REFRIGERATION,REFRIGERATED CASE NIGHT COVER,Refrigerated case,Element,E1090,E1090,1
2943,THUM,Operational Energy Conservation Opportunities,0,Reduce System Operating Hours,NA,NA,NA,X0000,0
2944,THUM,Operational Energy Conservation Opportunities,0,Reduce Space Loads Due to Ventilation,NA,NA,NA,X0000,0
2946,THUM,Operational Energy Conservation Opportunities,0,Reduce Flow and Temperature of Hot Water,Hot water,Descriptor,X0000,X0000,1
2969,THUM,HVAC Equipment Energy Conservation Opportunities,0,Recirculate Exhaust Air Using Activated Carbon Filters.,Exhaust,Descriptor,D3040,D3040,1
2969,THUM,HVAC Equipment Energy Conservation Opportunities,0,Recirculate Exhaust Air Using Activated Carbon Filters.,Filter,Descriptor,D3040,D3040,1
3005,WSU,Envelope,Reduce Heat Losses-Windows/Doors,Install Movable Insulation - Operable insulating slats,Insulation,Descriptor,X0000,B2030,0
3005,WSU,Envelope,Reduce Heat Losses-Windows/Doors,Install Movable Insulation - Operable insulating slats,Operable,Descriptor,X0000,B2030,0
3037,WSU,HVAC Systems,Air Distribution Systems,Reduce System Flow Rates - Variable speed drive motor for VAV,Variable speed drive,Descriptor,X0000,D3040,0
3037,WSU,HVAC Systems,Air Distribution Systems,Reduce System Flow Rates - Variable speed drive motor for VAV,Motor,Descriptor,X0000,D3040,0
3037,WSU,HVAC Systems,Air Distribution Systems,Reduce System Flow Rates - Variable speed drive motor for VAV,VAV,Descriptor,D3040,D3040,1
3040,WSU,HVAC Systems,Air Distribution Systems,Reduce Ventilation Loads - Reduce ventilation rate to minimum,NA,NA,NA,D3060,0
3047,WSU,HVAC Systems,Water/Steam Distribution,Reduce System Flow Rates - Primary/secondary pumping with variable speed motors,Pump,Descriptor,X0000,D3040,0
3047,WSU,HVAC Systems,Water/Steam Distribution,Reduce System Flow Rates - Primary/secondary pumping with variable speed motors,Motor,Descriptor,X0000,D3040,0
3062,WSU,HVAC Systems,Cooling Plant,Select More Efficient Cooling System - Use evaporative cooling,NA,NA,NA,D3030,0
3109,WSU,Refrigeration,Reduce Refrigeration System Losses,Increase Insulation of Refrigerated Area,Insulation,Descriptor,X0000,E1090,0
3149,WULF,BOILER PLANT,DRAFT CONTROL,Correct defects in flue systems and boiler room ventilation that cause draft problems.,Boiler,Element,D3020,D3020,1
3155,WULF,BOILER PLANT,FIRESIDES AND WATERSIDES,Install soot blowers in boilers that burn sooting fuels.,Boiler,Element,D3020,D3020,1
3197,WULF,CHILLER PLANT,EQUIPMENT SCHEDULING AND OPERATING PRACTICES,Install power switching that prevents unnecessary operation of spare pumps.,Pump,Descriptor,X0000,D3030,0
3207,WULF,CHILLER PLANT,CONDENSER AND EVAPORATOR HEAT TRANSFER EFFICIENCY,"In wet cooling systems, adjust the bleed rate to maintain proper water conditions with minimum water consumption. - Install and maintain an automatic bleed control.",NA,NA,NA,D3030,0
3208,WULF,CHILLER PLANT,CONDENSER AND EVAPORATOR HEAT TRANSFER EFFICIENCY,"In chilled water systems, install turbulators in the evaporator tubes.",Chilled water,Descriptor,X0000,D3030,0
3232,WULF,CHILLER PLANT,SYSTEM DESIGN FOR EFFICIENT LOW-LOAD COOLING,"If a facility has several chiller plants, provide cross connections that allow shutting down the least efficient chillers.",Chiller,Element,D3030,D3060,0
3237,WULF,CHILLER PLANT,EXPLOITING LOW AMBIENT TEMPERATURES FOR WATER CHILLING,Install a closed-loop atmospheric cooling unit in the chilled water circuit.,Chilled water,Descriptor,X0000,D3030,0
3247,WULF,SERVICE WATER SYSTEMS,REDUCING SERVICE WATER CONSUMPTION,Install shower valves that allow easy control of temperature and flow rate.,Shower,Element,D2010,D2010,1
3358,WULF,ROOM CONDITIONING UNITS AND SELF-CONTAINED HVAC EQUIPMENT,SELF-CONTAINED AIR CONDITIONERS AND THROUGH-WALL HEAT PUMPS,Install high-efficiency replacement fan motors.,Fan,Element,D3040,D3050,0
3358,WULF,ROOM CONDITIONING UNITS AND SELF-CONTAINED HVAC EQUIPMENT,SELF-CONTAINED AIR CONDITIONERS AND THROUGH-WALL HEAT PUMPS,Install high-efficiency replacement fan motors.,Motor,Descriptor,X0000,D3050,0
3376,WULF,ROOM CONDITIONING UNITS AND SELF-CONTAINED HVAC EQUIPMENT,HEAT PUMP LOOP SYSTEMS (ADDITIONAL MEASURES),Add thermal storage to the loop system.,thermal storage,Element,D3030,D3050,0
3384,WULF,BUILDING AIR LEAKAGE,PERSONNEL DOORS,"Install effective closers on exterior doors. - If manual opening of doors is not acceptable, install automatic doors or door openers.",Exterior door,Element,B2030,B2030,1
3384,WULF,BUILDING AIR LEAKAGE,PERSONNEL DOORS,"Install effective closers on exterior doors. - If manual opening of doors is not acceptable, install automatic doors or door openers.",manual,Descriptor,X0000,B2030,0
3417,WULF,BUILDING INSULATION,WALLS AND SOFFITS,Increase the thermal resistance of the panels in curtain walls.,curtain,Element,E2010,B2020,0
3424,WULF,CONTROL AND USE OF SUNLIGHT,REDUCING COOLING LOAD: WINDOWS & SKYLIGHTS,Install internal shading devices.,NA,NA,NA,E2010,0
3436,WULF,CONTROL AND USE OF SUNLIGHT,DAYLIGHTING,Install a system of light shelves and shading.,NA,NA,NA,B2010,0
3455,WULF,ARTIFICIAL LIGHTING,"LAMPS AND FIXTURES, FLUORESCENT",Replace fluorescent lamps with high-efficiency or reduced- wattage types.,Fluorescent,Descriptor,D5020,D5020,1
3455,WULF,ARTIFICIAL LIGHTING,"LAMPS AND FIXTURES, FLUORESCENT",Replace fluorescent lamps with high-efficiency or reduced- wattage types.,Lamp,Element,D5020,D5020,1
3481,WULF,ARTIFICIAL LIGHTING,LIGHTING LAYOUT,"Install a separate control circuit for each lighting element that operates on a distinct schedule. - Where light fixtures are needed in a predictable variety of patterns, install programmable switches.",NA,NA,NA,D5020,0
3483,WULF,ARTIFICIAL LIGHTING,FIXTURE MAINTENANCE AND MARKING,Clean fixtures and lamps at appropriate intervals.,Lamp,Element,D5020,D5020,1
